"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2010-01-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01,6,24,6","08,6,24,6",,,,,,,,,,,,"240,M,+0200,5","240,N,+0078,5",,,,,,,,,"024,W,+0100,D,4","024,D,+0067,D,4",,,"10139,4,10257,4","10139,4,10244,4",,,,,,,,,"2,24,00626,280,1445,5","3,24,00148,999,9999,5",,"024,X,093,D,4","024,N,033,D,4","024,M,066,D,4","SOD77324 HR PRECIPITATION (IN):0.00  WEATHER(CODE):1,8  24 HR MAX TEMP (F):68 24 HR MAX TEMP TIME (LST):1339 24 HR MIN TEMP (F):46 24 HR MIN TEMP TIME (LST):0543 AVERAGE STATION PRESSURE:29.940 MINIMUM SEA LEVEL PRESSURE:30.25 TIME OF OCCURRENCE:0000 PEAK WIND SPEED (MPH):21  PEAK WIND DIR (DEG):290 PEAK WIND TIME (LST):1512  FASTEST 2MIN SPEED (MPH):14 FASTEST 2MIN DIR (DEG):280 FASTEST 2MIN TIME (LST):1445 AVERAGE WIND SPEED (MPH):3.3  24 HR AVG TEMP (F):57 DEPART FROM NORMAL: 0   HEATING DEGREE DAYS:8   COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):68  LATEST NIGHT MIN TEMP(1900-0800 LST):46 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01   1,87AXW093R02   1,87AXW093R03     N7GJS072R04     N7GKS075"
"72295023174","2010-01-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOM  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,"00521,9,A","00251,9,0707,9999,9999,5","06,5,05,5,02,5,00,5","005,0013,9,121443,5","010,0018,9,121215,5","015,0028,9,071051,5","020,0033,9,071054,5","030,0043,9,071107,5","045,0058,9,071114,5","060,0076,9,071138,5","080,0097,9,071140,5","100,0112,9,071158,5","120,0124,9,071215,5","150,0140,9,071244,5","180,0157,9,071237,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"744,N,+0933,5","744,M,+1756,5","744,A,+1344,5","N,9,+0038,089999,5","M,9,+0244,199999,5","744,H,0263,5","744,C,0000,5","00,5,00,5,00,5,00,5",,,,,,,"10054,U,10173,U","10278,311042,U,09997,071553,U",,,,,,,,,,,,,"SOM807PCP MTOT:2.05 DEPNRM:+0.9 PCP GT 24HRS:0.99 DATE(S):7 DAYS W/PCP >=.01:6  DAYS W/PCP >=.10:5  DAYS W/ PCP >=.50:2 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.05  12/1443 MIN:10 0.07  12/1215 MIN:15 0.11  07/1051 MIN:20 0.13  07/1054 MIN:30 0.17  07/1107 MIN:45 0.23  07/1114 MIN:60 0.30  07/1138 MIN:80 0.38  07/1140 MIN:100 0.44  07/1158 MIN:120 0.49  07/1215 MIN:150 0.55  07/1244 MIN:180 0.62  07/1237 AVG DLY MIN:48.8  AVG DLY MAX:63.6  AVG MLY TMP:56.2  DEP NORM:-1.4  MIN TMP:39 DATE(S):08 MAX TMP:76  DATE(S):19 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:29.705 LWST SLP:29.50 DATE/TIME:071431 HGST SLP:30.35 DATE/TIME:311042 HDD MTH TOT:263 DEP NORM:+29 SEASON(JUL 1-JUN 30):420 DEP NORM:+41 CDD MTH TOT:0 DEP NORM:-4 SEASON(JAN 1-DEC 31):528 DEP NORM:-151","R01  2.057ABP070"
"72295023174","2010-01-01T08:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","010,5,N,0026,5","07620,5,M,N","016093,5,N,5","+0133,5","-0006,5","10257,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"1,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10261,5,10141,5","8,9,004,9,+999,9",,,,,,,,,,,,,,,,,"MET11301/01/10 00:53:02 METAR KLAX 010853Z 01005KT 10SM FEW150 BKN250 13/M01 A3030 RMK AO2 SLP257 T01331006 58004 (RPA)",
"72295023174","2010-01-01T09:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","07620,5,M,N","016093,5,N,5","+0111,5","+0006,5","10250,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"1,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10251,5,10131,5",,,,,,,,,,,,,,,,,,"MET10601/01/10 01:53:02 METAR KLAX 010953Z 00000KT 10SM FEW150 BKN250 11/01 A3027 RMK AO2 SLP250 T01110006 (RPA)",
"72295023174","2010-01-01T10:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0021,5","07620,5,M,N","016093,5,N,5","+0111,5","+0000,5","10245,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"1,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10247,5,10128,5",,,,,,,,,,,,,,,,,,"MET10601/01/10 02:53:02 METAR KLAX 011053Z 09004KT 10SM FEW150 BKN250 11/00 A3026 RMK AO2 SLP245 T01110000 (RPA)",
"72295023174","2010-01-01T11:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","07620,5,M,N","016093,5,N,5","+0111,5","+0006,5","10241,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"1,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0150,1","999,N,+0100,1",,,,,,,,,,,"10244,5,10124,5","6,9,016,9,+999,9",,,,,,,,,,,,,,,,,"MET12401/01/10 03:53:02 METAR KLAX 011153Z 00000KT 10SM FEW150 BKN250 11/01 A3025 RMK AO2 SLP241 T01110006 10150 20100 56016 (RPA)",
"72295023174","2010-01-01T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","99999,9,9,N","016000,1,N,1","+0111,1","+0006,1","10241,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,99999,9,99,9,99,9","120,N,+0100,1","240,M,+0200,1",,,,,,,,,,,"99999,9,99999,9","6,1,016,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  01124 72295 32966 60000 10111 20006 30188 40241 56016 91153 333 10200 20100 555 90112;","Q01 101883APOSP "
"72295023174","2010-01-01T12:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","010,5,N,0015,5","07620,5,M,N","016093,5,N,5","+0111,5","+0000,5","10237,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+05486,5,99,9","07,5,+07620,5,99,9",,,"1,99,1,+05486,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10240,5,10121,5",,,,,,,,,,,,,,,,,,"MET11501/01/10 04:53:02 METAR KLAX 011253Z 01003KT 10SM FEW180 BKN250 11/00 A3024 RMK AO2 SLP237 CCSL OHD T01110000 (RPA)",
"72295023174","2010-01-01T13:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","07620,5,M,N","016093,5,N,5","+0122,5","-0011,5","10234,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+05486,5,99,9","07,5,+07620,5,99,9",,,"1,99,1,+05486,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10237,5,10118,5",,,,,,,,,,,,,,,,,,"MET10701/01/10 05:53:02 METAR KLAX 011353Z 00000KT 10SM FEW180 BKN250 12/M01 A3023 RMK AO2 SLP234 T01221011 (RPA)",
"72295023174","2010-01-01T14:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","010,5,N,0021,5","07620,5,M,N","016093,5,N,5","+0122,5","-0017,5","10238,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+03658,5,99,9","04,5,+05182,5,99,9","07,5,+07620,5,99,9",,"1,99,1,+03658,5,9","2,99,1,+05182,5,9","3,99,1,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10240,5,10121,5","5,9,004,9,+999,9",,,,,,,,,,,,,,,,,"MET12001/01/10 06:53:02 METAR KLAX 011453Z 01004KT 10SM FEW120 SCT170 BKN250 12/M02 A3024 RMK AO2 SLP238 T01221017 55004 (RPA)",
"72295023174","2010-01-01T15:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","340,5,N,0021,5","07620,5,M,N","016093,5,N,5","+0133,5","-0017,5","10240,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"2,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10240,5,10121,5",,,,,,,,,,,,,,,,,,"MET10701/01/10 07:53:02 METAR KLAX 011553Z 34004KT 10SM SCT150 BKN250 13/M02 A3024 RMK AO2 SLP240 T01331017 (DMQ)",
"72295023174","2010-01-01T16:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","020,5,N,0021,5","07620,5,M,N","016093,5,N,5","+0161,5","-0017,5","10241,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"2,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10240,5,10121,5",,,,,,,,,,,,,,,,,,"MET10701/01/10 08:53:02 METAR KLAX 011653Z 02004KT 10SM SCT150 BKN250 16/M02 A3024 RMK AO2 SLP241 T01611017 (DMQ)",
"72295023174","2010-01-01T17:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","040,5,N,0021,5","07620,5,M,N","016093,5,N,5","+0183,5","-0011,5","10245,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"2,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0183,1","999,N,+0100,1",,,,,,,,,,,"10247,5,10128,5","3,9,008,9,+999,9",,,,,,,,,,,,,,,,,"MET12501/01/10 09:53:02 METAR KLAX 011753Z 04004KT 10SM SCT150 BKN250 18/M01 A3026 RMK AO2 SLP245 T01831011 10183 20100 53008 (DMQ)",
"72295023174","2010-01-01T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","040,1,N,0021,1","99999,9,9,N","016000,1,N,1","+0183,1","-0011,1","10245,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0183,1","240,N,+0100,1",,,,,,,,,,,"99999,9,99999,9","3,1,008,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  01184 72295 32966 60404 10183 21011 30191 40245 53008 91753 333 10183 20100 555 90118;","Q01 101913APOSP "
"72295023174","2010-01-01T18:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","340,5,N,0026,5","07620,5,M,N","016093,5,N,5","+0194,5","-0017,5","10236,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"2,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10237,5,10118,5",,,,,,,,,,,,,,,,,,"MET10701/01/10 10:53:02 METAR KLAX 011853Z 34005KT 10SM SCT150 BKN250 19/M02 A3023 RMK AO2 SLP236 T01941017 (DMQ)",
"72295023174","2010-01-01T19:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0067,5","07620,5,M,N","016093,5,N,5","+0167,5","+0056,5","10231,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"2,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,,"MET10601/01/10 11:53:02 METAR KLAX 011953Z 27013KT 10SM SCT150 BKN250 17/06 A3021 RMK AO2 SLP231 T01670056 (DMQ)",
"72295023174","2010-01-01T20:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0026,5","07620,5,M,N","016093,5,N,5","+0183,5","+0028,5","10211,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"2,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10213,5,10094,5","8,9,033,9,+999,9",,,,,,,,,,,,,,,,,"MET11201/01/10 12:53:02 METAR KLAX 012053Z 26005KT 10SM SCT150 BKN250 18/03 A3016 RMK AO2 SLP211 T01830028 58033 (DMQ)",
"72295023174","2010-01-01T21:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0036,5","07620,5,M,N","016093,5,N,5","+0189,5","+0011,5","10202,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"2,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5",,,,,,,,,,,,,,,,,,"MET10601/01/10 13:53:02 METAR KLAX 012153Z 25007KT 10SM SCT150 BKN250 19/01 A3013 RMK AO2 SLP202 T01890011 (DMQ)",
"72295023174","2010-01-01T22:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0026,5","07620,5,M,N","016093,5,N,5","+0172,5","+0039,5","10201,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+04572,5,99,9","07,5,+07620,5,99,9",,,"2,99,1,+04572,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5",,,,,,,,,,,,,,,,,,"MET10501/01/10 14:53:02 METAR KLAX 012253Z 26005KT 10SM SCT150 BKN250 17/04 A3013 RMK AO2 SLP201 T01720039 (CF)",
"72295023174","2010-01-01T23:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0026,5","07620,5,M,N","016093,5,N,5","+0167,5","+0094,5","10200,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+03658,5,99,9","04,5,+04572,5,99,9","07,5,+07620,5,99,9",,"1,99,1,+03658,5,9","2,99,1,+04572,5,9","3,99,1,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0206,1","999,N,+0167,1",,,,,,,,,,,"10200,5,10081,5","6,9,012,9,+999,9",,,,,,,,,,,,,,,,,"MET13001/01/10 15:53:02 METAR KLAX 012353Z 25005KT 10SM FEW120 SCT150 BKN250 17/09 A3012 RMK AO2 SLP200 T01670094 10206 20167 56012 (CF)",
"72295023174","2010-01-02T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","250,1,N,0026,1","99999,9,9,N","016000,1,N,1","+0167,1","+0094,1","10200,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0206,1","180,N,+0100,1",,,,,,,,,,,"99999,9,99999,9","6,1,012,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  02004 72295 32966 62505 10167 20094 30144 40200 56012 92353 333 10206 20100 555 90200;","Q01 101443APOSP "
"72295023174","2010-01-02T00:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","220,5,N,0015,5","04572,5,M,N","016093,5,N,5","+0161,5","+0100,5","10195,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+03658,5,99,9","07,5,+04572,5,99,9","07,5,+07620,5,99,9",,"1,99,1,+03658,5,9","3,99,1,+04572,5,9","3,99,1,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,,,,,,,,,,,,"MET10701/01/10 16:53:02 METAR KLAX 020053Z 22003KT 10SM FEW120 BKN150 BKN250 16/10 A3011 RMK AO2 SLP195 T01610100",
