"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AT5","ED1","GA1","GD1","GD2","GD3","GD4","GF1","GJ1","GK1","GP1","GQ1","GR1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","MW4","OC1","OE1","OE2","OE3","REM","EQD"
"72295023174","2001-01-01T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2001-01-01T05:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","120,1,N,0026,1","22000,1,9,N","004828,1,N,1","+0130,1","+0110,1","10180,1",,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+06600,1,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0156,1","999,N,+0128,1",,,,,,,"10183,1,99999,9","1,1,018,1,+999,9",,,,,"10,1",,,,,,,,"MET090KLAX 010550Z 12005KT 3SM BR SCT220 13/11 A3007 RMK AO2 SLP180 T01330111 10156 20128 51018;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2001-01-01T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","120,5,N,0026,5","22000,5,M,N","004800,5,N,1","+0133,5","+0111,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+06706,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9","240,M,+0156,1","240,N,+0072,1",,,,,,,"10183,5,10144,1","1,1,018,1,+999,9",,,,,"10,1","45,5",,,,,,,"SYN098AAXX  01064 72295 31948 41205 10133 20111 30144 40180 51018 710// 90550 333 10156 20072 555 90106;","Q01  00002PRCP99Q02  00003PRCP99N01 00070JPWTH 0"
"72295023174","2001-01-01T06:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","110,1,N,0026,1","22000,1,9,N","004828,1,N,1","+0120,1","+0110,1","10187,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10190,1,99999,9",,,,,,"10,1",,,,,,,,"MET069KLAX 010650Z 11005KT 3SM BR CLR 12/11 A3009 RMK AO2 SLP187 T01220106;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2001-01-01T07:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","110,5,N,0026,5","22000,5,M,N","004800,5,N,1","+0122,5","+0106,5","10187,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10190,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET052KLAX 010656Z 00000KT 3SM BR CLR 12/11 A3009 RMK AO2;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2001-01-01T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","360,5,N,0021,5","22000,5,M,N","004800,5,N,1","+0128,5","+0106,5","10190,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0178,1","999,N,+0072,1",,,,,,,"10193,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET091KLAX 010750Z 36004KT 3SM BR CLR 13/11 A3010 RMK AO2 SLP190 VIS SW-NW 2 T01280106 401780072;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2001-01-01T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2001-01-01T08:35:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","999,9,9,9999,9","22000,1,9,N","003218,1,N,1","+0110,1","+0100,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10193,1,99999,9",,,,,,"10,1",,,,,,,,"MET052KLAX 010835Z VRB06KT 2SM BR CLR 11/10 A3010 RMK AO2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2001-01-01T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0015,5","22000,5,M,N","002800,5,N,1","+0122,5","+0106,5","10190,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10193,5,99999,9","1,1,010,1,+999,9",,,,,"10,1","45,5",,,,,,,"MET089KLAX 010850Z VRB03KT 1 3/4SM BR CLR 12/11 A3010 RMK AO2 TWR VIS 2 SLP190 T01220106 51010;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2001-01-01T09:03:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","050,1,N,0021,1","22000,1,9,N","002414,1,N,1","+0120,1","+0100,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+00090,1,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10193,1,99999,9",,,,,,"10,1",,,,,,,,"MET069KLAX 010903Z 05004KT 1 1/2SM BR SCT003 12/10 A3010 RMK AO2 TWR VIS 2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2001-01-01T09:09:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","070,1,N,0021,1","00090,1,9,N","002414,1,N,1","+0120,1","+0110,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"3,99,1,+00090,1,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10193,1,99999,9",,,,,,"10,1",,,,,,,,"MET069KLAX 010909Z 07004KT 1 1/2SM BR BKN003 12/11 A3010 RMK AO2 TWR VIS 2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2001-01-01T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","060,5,N,0026,5","00091,5,M,N","002000,5,N,1","+0122,5","+0117,5","10186,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"4,99,5,+00091,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10190,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET103KLAX 010950Z 06005KT 1 1/4SM R24R/3500V5500FT BR OVC003 12/12 A3009 RMK AO2 TWR VIS 2 SLP186 T01220117;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2001-01-01T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2001-01-01T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","050,5,N,0026,5","00091,5,M,N","002400,5,N,1","+0117,5","+0106,5","10184,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"3,99,5,+00091,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10186,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET086KLAX 011050Z 05005KT 1 1/2SM BR BKN003 12/11 A3008 RMK AO2 TWR VIS 2 SLP184 T01170106;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2001-01-01T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2001-01-01T11:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","080,1,N,0021,1","22000,1,9,N","002011,1,N,1","+0110,1","+0100,1","10179,1","24,0003,9,1",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+00090,1,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0133,1","999,N,+0111,1",,,,,,,"10180,1,99999,9","8,1,012,1,+999,9",,,,,"10,1",,,,,,,,"MET110KLAX 011150Z 08004KT 1 1/4SM BR SCT003 11/10 A3006 RMK AO2 TWR VIS 2 SLP179 70001 T01110100 10133 20111 58012;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2001-01-01T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","080,5,N,0021,5","22000,5,M,N","002000,5,N,1","+0111,5","+0100,5","10179,5","01,0000,9,5","24,0003,9,1",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+00091,5,9",,,,"04,99,1,99,9,99,9,00075,1,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9","999,M,+0178,1","120,N,+0111,1",,,,,,,"10179,5,10140,1","8,1,012,1,+999,9",,,,,"10,1","45,5",,,,,,,"SYN104AAXX  01124 72295 31120 40804 10111 20100 30140 40179 58012 710// 91150 333 10178 20111 70003 555 90112;","N01 00070JPWTH 0"
"72295023174","2001-01-01T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0015,5","22000,5,M,N","002400,5,N,1","+0117,5","+0106,5","10179,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10179,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET083KLAX 011250Z VRB03KT 1 1/2SM BR CLR 12/11 A3006 RMK AO2 TWR VIS 2 SLP179 T01170106;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2001-01-01T13:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2001-01-01T13:21:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","120,1,N,0015,1","22000,1,9,N","003218,1,N,1","+0120,1","+0100,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10183,1,99999,9",,,,,,"10,1",,,,,,,,"MET052KLAX 011321Z 12003KT 2SM BR CLR 12/10 A3007 RMK AO2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2001-01-01T13:33:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","130,1,N,0021,1","22000,1,9,N","002816,1,N,1","+0120,1","+0100,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10183,1,99999,9",,,,,,"10,1",,,,,,,,"MET056KLAX 011333Z 13004KT 1 3/4SM BR CLR 12/10 A3007 RMK AO2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2001-01-01T13:39:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","140,1,N,0015,1","22000,1,9,N","003218,1,N,1","+0110,1","+0100,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10186,1,99999,9",,,,,,"10,1",,,,,,,,"MET052KLAX 011339Z 14003KT 2SM BR CLR 11/10 A3008 RMK AO2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2001-01-01T13:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","140,5,N,0021,5","22000,5,M,N","003200,5,N,1","+0117,5","+0100,5","10185,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10186,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET069KLAX 011350Z 14004KT 2SM BR CLR 12/10 A3008 RMK AO2 SLP185 T01170100;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2001-01-01T14:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2001-01-01T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","310,5,N,0026,5","07620,5,M,N","003200,5,N,1","+0122,5","+0094,5","10194,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+04572,5,9","4,99,5,+07620,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10196,5,99999,9","3,1,015,1,+999,9",,,,,"05,5",,,,,,,,"MET085KLAX 011450Z 31005KT 2SM HZ SCT150 OVC250 12/09 A3011 RMK AO2 SLP194 T01220094 53015;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2001-01-01T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2001-01-01T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","350,5,N,0021,5","07620,5,M,N","003200,5,N,1","+0117,5","+0089,5","10197,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+04572,5,9","4,99,5,+07620,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10200,5,99999,9",,,,,,"05,5",,,,,,,,"MET103KLAX 011550Z 35004KT 2SM R24R/5500VP6000FT HZ SCT150 OVC250 12/09 A3012 RMK AO2 SLP197 P0001 T01170089;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2001-01-01T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0042,02,008,0242,02,015,0021,02,008","0060,0850,9,1219,9","0060,0121,9,1403,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2001-01-01T16:38:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","340,1,N,0026,1","22000,1,9,N","004828,1,N,1","+0130,1","+0080,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+04500,1,9","2,99,1,+07500,1,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10203,1,99999,9",,,,,,"05,1",,,,,,,,"MET062KLAX 011638Z 34005KT 3SM HZ FEW150 SCT250 13/08 A3013 RMK AO2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2001-01-01T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0015,5","22000,5,M,N","004800,5,N,1","+0133,5","+0078,5","10204,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+04572,5,9","2,99,5,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10207,5,99999,9",,,,,,"05,5",,,,,,,,"MET079KLAX 011650Z VRB03KT 3SM HZ FEW150 SCT250 13/08 A3014 RMK AO2 SLP204 T01330078;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2001-01-01T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0187,02,008,0451,02,015,0072,02,008","0060,0753,9,1316,9","0060,0359,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2001-01-01T17:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","120,1,N,0021,1","22000,1,9,N","004828,1,N,1","+0160,1","+0080,1","10205,1","06,0003,9,1",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+04500,1,9","2,99,1,+07500,1,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0161,1","999,N,+0106,1",,,,,,,"10207,1,99999,9","1,1,011,1,+999,9",,,,,"05,1",,,,,,,,"MET103KLAX 011750Z 12004KT 3SM HZ FEW150 SCT250 16/08 A3014 RMK AO2 SLP205 60001 T01610078 10161 20106 51011;","Q01+000003PRSWM1Q02    003PRSWM1"
