"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AW1","ED1","GA1","GD1","GD2","GD3","GD4","GF1","GJ1","GK1","GP1","GQ1","GR1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MW1","MW2","MW3","MW4","OC1","OE1","OE2","OE3","REM","EQD"
"72295023174","2004-01-01T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T05:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","014484,1,N,1","+0120,1","+0110,1","10182,1",,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+06000,1,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0144,1","999,N,+0117,1",,,,,,,"10183,1,99999,9","1,1,018,1,+999,9",,,,"00,1",,,,,,,,"MET087KLAX 010550Z 00000KT 9SM SCT200 12/11 A3007 RMK AO2 SLP182 T01220106 10144 20117 51018;","Q01+000000PRSWM2"
"72295023174","2004-01-01T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","014400,5,N,1","+0122,5","+0106,5","10182,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+06096,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9","240,M,+0144,1","240,N,+0072,1",,,,,,,"10183,5,10144,1","1,1,018,1,+999,9",,,,,,,,,,,,"SYN092AAXX  01064 72295 32964 40000 10122 20106 30144 40182 51018 90550 333 10144 20072 555 90106;","Q01  00002PRCP06N01 00000JPWTH 0"
"72295023174","2004-01-01T06:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","009600,5,N,1","+0117,5","+0100,5","10183,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+06096,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10186,5,99999,9",,,,,"10,1","45,5",,,,,,,"MET072KLAX 010650Z 00000KT 6SM BR SCT200 12/10 A3008 RMK AO2 SLP183 T01170100;","Q01+000003PRSWM1Q02  00002PRCP06Q03    003PRSWM1N01 00070JPWTH 0"
"72295023174","2004-01-01T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","080,5,N,0021,5","22000,5,M,N","006400,5,N,1","+0094,5","+0094,5","10185,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+06096,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0178,1","999,N,+0072,1",,,,,,,"10186,5,99999,9",,,,,"10,1","45,5",,,,,,,"MET082KLAX 010750Z 08004KT 4SM BR SCT200 09/09 A3008 RMK AO2 SLP185 T00940094 401780072;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2004-01-01T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","080,5,N,0031,5","22000,5,M,N","004800,5,N,1","+0083,5","+0078,5","10184,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10186,5,99999,9","0,1,003,1,+999,9",,,,"10,1","45,5",,,,,,,"MET078KLAX 010850Z 08006KT 3SM BR FEW200 08/08 A3008 RMK AO2 SLP184 T00830078 50003;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2004-01-01T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0026,5","22000,5,M,N","006400,5,N,1","+0078,5","+0056,5","10187,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10190,5,99999,9",,,,,"10,1","45,5",,,,,,,"MET069KLAX 010950Z 10005KT 4SM BR CLR 08/06 A3009 RMK AO2 SLP187 T00780056;","Q01+000003PRSWM1Q02  00002PRCP06Q03    003PRSWM1N01 00070JPWTH 0"
"72295023174","2004-01-01T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0015,5","22000,5,M,N","009600,5,N,1","+0083,5","+0039,5","10190,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10193,5,99999,9",,,,,"05,5",,,,,,,,"MET069KLAX 011050Z 10003KT 6SM HZ CLR 08/04 A3010 RMK AO2 SLP190 T00830039;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2004-01-01T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T11:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","090,1,N,0015,1","22000,1,9,N","009656,1,N,1","+0080,1","+0030,1","10188,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0122,1","999,N,+0078,1",,,,,,,"10190,1,99999,9","0,1,002,1,+999,9",,,,"05,1",,,,,,,,"MET087KLAX 011150Z 09003KT 6SM HZ CLR 08/03 A3009 RMK AO2 SLP188 T00780033 10122 20078 50002;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2004-01-01T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","090,5,N,0015,5","22000,5,M,N","009600,5,N,1","+0078,5","+0033,5","10188,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9","0,99,5,+99999,9,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9","999,M,+0178,1","120,N,+0078,1",,,,,,,"10190,5,10151,1","0,1,002,1,+999,9",,,,"05,5",,,,,,,,"SYN098AAXX  01124 72295 31959 00903 10078 20033 30151 40188 50002 705// 91150 333 10178 20078 555 90112;","Q01  00002PRCP06N01 00081JPWTH 0"
"72295023174","2004-01-01T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0015,5","22000,5,M,N","011200,5,N,1","+0078,5","+0022,5","10194,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10196,5,99999,9","9,9,999,9,+000,1",,,,"00,1",,,,,,,,"MET066KLAX 011250Z 09003KT 7SM CLR 08/02 A3011 RMK AO2 SLP194 T00780022;","Q01+000000PRSWM2Q02  00002PRCP06N01 00000JPWTH 0"
"72295023174","2004-01-01T13:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T13:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","011200,5,N,1","+0072,5","+0028,5","10199,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10200,5,99999,9",,,,,"00,1",,,,,,,,"MET069KLAX 011350Z 00000KT 7SM FEW200 07/03 A3012 RMK AO2 SLP199 T00720028;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2004-01-01T14:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0021,5","07620,5,M,N","016000,5,N,1","+0078,5","+0022,5","10204,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"3,99,5,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10207,5,99999,9","1,1,015,1,+999,9",,,,"00,1",,,,,,,,"MET076KLAX 011450Z VRB04KT 10SM BKN250 08/02 A3014 RMK AO2 SLP204 T00780022 51015;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2004-01-01T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0015,5","07620,5,M,N","016000,5,N,1","+0083,5","+0022,5","10218,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+04572,5,9","3,99,5,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10220,5,99999,9",,,,,"00,1",,,,,,,,"MET089KLAX 011550Z 09003KT 10SM FEW150 BKN250 08/02 A3018 RMK AO2 SLP218 ACSL DSNT E T00830022;","Q01+000000PRSWM2Q02  00002PRCP06N01 00000JPWTH 0"
"72295023174","2004-01-01T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0015,02,008,0000,02,015,0015,02,008","0060,0850,9,1220,9","0060,0122,9,1403,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","050,5,N,0021,5","07620,5,M,N","016000,5,N,1","+0106,5","+0022,5","10225,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+04572,5,9","4,99,5,+07620,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10227,5,99999,9",,,,,"00,1",,,,,,,,"MET077KLAX 011650Z 05004KT 10SM FEW150 OVC250 11/02 A3020 RMK AO2 SLP225 T01060022;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2004-01-01T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0083,02,008,0000,02,015,0083,02,008","0060,0753,9,1317,9","0060,0360,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T17:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","080,1,N,0031,1","06000,1,9,N","016093,1,N,1","+0120,1","+0020,1","10231,1",,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,1,+04500,1,9","4,99,1,+06000,1,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0122,1","999,N,+0067,1",,,,,,,"10234,1,99999,9","1,1,028,1,+999,9",,,,"00,1",,,,,,,,"MET095KLAX 011750Z 08006KT 10SM FEW150 OVC200 12/02 A3022 RMK AO2 SLP231 T01170022 10122 20067 51028;","Q01+000000PRSWM2"
"72295023174","2004-01-01T18:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","080,5,N,0031,5","06096,5,M,N","016000,5,N,1","+0117,5","+0022,5","10231,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+04572,5,9","4,99,5,+06096,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0121,02,008,0000,02,015,0121,02,008","0060,0669,9,1433,9","0060,0555,9,1415,9","120,M,+0122,1","240,N,+0067,1",,,,,,,"10234,5,10194,1","1,1,028,1,+999,9",,,,,,,,,,,,"SYN092AAXX  01184 72295 32966 80806 10117 20022 30194 40231 51028 91750 333 10122 20067 555 90118;","Q01  00002PRCP06N01 00000JPWTH 0"
"72295023174","2004-01-01T18:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0021,5","06096,5,M,N","016000,5,N,1","+0133,5","+0017,5","10226,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+04572,5,9","4,99,5,+06096,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10227,5,99999,9",,,,,"00,1",,,,,,,,"MET077KLAX 011850Z 12004KT 10SM FEW150 OVC200 13/02 A3020 RMK AO2 SLP226 T01330017;","Q01+000000PRSWM2Q02  00002PRCP06N01 00000JPWTH 0"
"72295023174","2004-01-01T19:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0438,02,008,0489,02,015,0198,02,008","0060,0607,9,1570,9","0060,0693,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T19:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","110,5,N,0021,5","07620,5,M,N","016000,5,N,1","+0150,5","+0033,5","10216,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"3,99,5,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10217,5,99999,9",,,,,"00,1",,,,,,,,"MET070KLAX 011950Z 11004KT 10SM BKN250 15/03 A3017 RMK AO2 SLP216 T01500033;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2004-01-01T20:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0504,02,008,0622,02,015,0167,02,008","0060,0574,9,1726,9","0060,0762,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T20:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","07620,5,M,N","016000,5,N,1","+0167,5","+0033,5","10207,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"3,99,5,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10207,5,99999,9","8,1,023,1,+999,9",,,,"00,1",,,,,,,,"MET076KLAX 012050Z 00000KT 10SM BKN250 17/03 A3014 RMK AO2 SLP207 T01670033 58023;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2004-01-01T21:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0492,02,008,0601,02,015,0169,02,008","0060,0576,9,1890,9","0060,0758,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2004-01-01T21:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0057,5","07620,5,M,N","016000,5,N,1","+0150,5","+0056,5","10208,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"3,99,5,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10207,5,99999,9",,,,,"00,1",,,,,,,,"MET070KLAX 012150Z 25011KT 10SM BKN250 15/06 A3014 RMK AO2 SLP208 T01500056;","Q01+000000PRSWM2Q02  00002PRCP06N01 00000JPWTH 0"
"72295023174","2004-01-01T22:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0417,02,008,0464,02,015,0192,02,008","0060,0612,9,2044,9","0060,0682,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
