"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AT5","AY1","AY2","ED1","GA1","GD1","GD2","GD3","GD4","GF1","GJ1","GK1","GP1","GQ1","GR1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","MW4","OC1","OE1","OE2","OE3","REM","EQD"
"72295023174","2000-01-01T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-01T05:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,1","01500,1,9,N","012874,1,N,1","+0100,1","+0000,1","10183,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+00750,1,9","3,99,1,+01500,1,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10183,1,99999,9","3,1,011,1,+999,9",,,,,"00,1",,,,,,,,"MET094KLAX 010550Z 00000KT 8SM SCT025 BKN050 10/00 A3007 RMK AO2 SLP183 6//// T01000000 53011 PNO $;",
"72295023174","2000-01-01T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,C,0000,5","01524,5,M,N","012800,5,N,1","+0100,5","+0000,5","10183,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+00762,5,9","3,99,5,+01524,5,9",,,"06,99,1,99,9,99,9,00800,1,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10183,5,10144,1","3,1,011,1,+999,9",,,,,,,,,,,,,"SYN076AAXX  01064 72295 32562 60000 10100 20000 30144 40183 53011 90550 555 90106;","Q01  00002PRCP06N01 00000JPWTH 0"
"72295023174","2000-01-01T06:50:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","060,5,N,0021,5","22000,5,M,N","011200,5,N,1","+0100,5","-0006,5","10180,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+01829,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10183,5,99999,9",,,,,,"00,1",,,,,,,,"MET076KLAX 010650Z 06004KT 7SM SCT060 10/M01 A3007 RMK AO2 SLP180 T01001006 PNO $;","N01 00000JPWTH 0"
"72295023174","2000-01-01T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-01T07:41:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","999,9,C,0000,1","00900,1,9,N","006437,1,N,1","+0100,1","-0040,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+00720,1,9","3,99,1,+00900,1,9","4,99,1,+01110,1,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10176,1,99999,9",,,,,,"05,1",,,,,,,,"MET076KLAX 010741Z 00000KT 4SM HZ FEW024 BKN030 OVC037 10/M04 A3005 RMK AO2 PNO $;","Q01    003PRSWM1"
"72295023174","2000-01-01T07:50:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","01128,5,M,N","006400,5,N,1","+0100,5","-0044,5","10176,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+00884,5,9","3,99,5,+01128,5,9","4,99,5,+01402,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0161,1","999,N,+0094,1",,,,,,,"10176,5,99999,9",,,,,,"05,5",,,,,,,,"MET103KLAX 010750Z 00000KT 4SM HZ SCT029 BKN037 OVC046 10/M04 A3005 RMK AO2 SLP176 T01001044 401610094 PNO $;","Q01    003PRSWM1N01 00081JPWTH 0"
"72295023174","2000-01-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0161,5","240,N,+0094,5",,,,,,,,,"10112,9,99999,4",,,,,,,,,"1,24,00760,230,1512,5","2,24,00715,240,1451,5","3,24,00282,999,9999,5","SOD54524 HR PRECIPITATION (IN):  T   24 HR MAX TEMP (F): 6124 HR MAX TEMP TIME (LST):1639 24 HR MIN TEMP (F): 4924 HR MIN TEMP TIME (LST):2107 AVERAGE STATION PRESSURE:29.86  PEAK WIND SPEED (MPH): 17 PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):1512  FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1451 AVERAGE WIND SPEED (MPH): 6.3 24 HR AVG TEMP (F):55 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72295023174","2000-01-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOM  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,"00000,2,5","00000,2,9999,9999,9999,7","00,5,00,5,99,9,00,5","005,0000,2,999999,5","010,0000,2,999999,5","015,0000,2,999999,5","020,0000,2,999999,5","030,0000,2,999999,5","045,0000,2,999999,5","060,0000,2,999999,5","080,0000,2,999999,5","100,0000,2,999999,5","120,0000,2,999999,5","150,0000,2,999999,5","180,0000,2,999999,5",,,,,,,,,,,,,,,,,,,,,,"744,N,+0856,5","744,M,+2100,5","744,A,+1478,5","744,H,0183,7","744,C,0000,5","00,5,00,5,01,5,00,5",,,,"10135,4,10207,4","10288,241020,5,10139,190413,5",,,,,,,,,,"SOM575PCP MTOT:  T DEPNRM:-1.80 PCP GT 24HRS: T DATE(S):31 DAYS W/PCP >=.01: 0 DAYS W/PCP >=.10: 0 DAYS W/PCP >=1.00:  MSDP AMTS W/DATE-TIME TAGS:MIN: 5/T MIN:10/T MIN:15/T MIN:20/T MIN:30/T MIN:45/T MIN:60/T MIN:80/T MIN:100/T MIN:120/T MIN:150/T MIN:180/T SN GT DP ON GRND:0 DATE(S):0  AVG DLY MIN: 47.4 AVG DLY MAX: 69.8 AVG MLY TMP: 58.6 DAYS MAX <=32:  DAYS MAX >=70: 0 DAYS MAX >=90: 0 DAYS MIN <=32: 1 DAYS MIN  <=0: 0 AVG STP:29.93  AVG SLP:30.14  LWST SLP:29.94 DATE/TIME:190413 HGST SLP:30.38 DATE/TIME:241020 HDD MTH TOT: 183 DEP NORM: -75 CDD MTH TOT:   0 DEP NORM:  -7","R01     T7ADP002R02   1837KDH015"
"72295023174","2000-01-01T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-01T08:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,1","01800,1,9,N","006437,1,N,1","+0090,1","-0040,1","10175,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+01410,1,9","3,99,1,+01800,1,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10176,1,99999,9","6,1,008,1,+999,9",,,,,"05,1",,,,,,,,"MET098KLAX 010850Z 00000KT 4SM HZ FEW047 BKN060 09/M04 A3005 RMK AO2 SLP175 6//// T00941044 56008 PNO $;","Q01    003PRSWM1"
"72295023174","2000-01-01T09:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","01829,5,M,N","006400,5,N,1","+0094,5","-0044,5","10175,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+01433,5,9","3,99,5,+01829,5,9",,,"99,99,9,99,9,99,9,99999,9,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10176,5,99999,9",,,,,,"05,5",,,,,,,,"MET063KLAX 010856Z 10003KT 2 1/2SM HZ CLR 09/M04 A3005 RMK AO2 PNO $;","Q01    003SCOTCVQ02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2000-01-01T09:13:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","140,1,N,0021,1","22000,1,9,N","002414,1,N,1","+0090,1","-0010,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+01200,1,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10176,1,99999,9",,,,,,"05,1",,,,,,,,"MET066KLAX 010913Z 14004KT 1 1/2SM HZ SCT040 09/M01 A3005 RMK AO2 PNO $;","Q01    003PRSWM1"
"72295023174","2000-01-01T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","004000,5,N,1","+0089,5","-0067,5","10175,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+01219,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10176,5,99999,9",,,,,,"05,5",,,,,,,,"MET083KLAX 010950Z 00000KT 2 1/2SM HZ SCT040 09/M07 A3005 RMK AO2 SLP175 T00891067 PNO $;","Q01    003PRSWM1N01 00081JPWTH 0"
"72295023174","2000-01-01T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-01T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","004000,5,N,1","+0083,5","-0078,5","10179,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+01219,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10179,5,99999,9",,,,,,"05,5",,,,,,,,"MET083KLAX 011050Z 00000KT 2 1/2SM HZ FEW040 08/M08 A3006 RMK AO2 SLP179 T00831078 PNO $;","Q01    003PRSWM1N01 00081JPWTH 0"
"72295023174","2000-01-01T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-01T11:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","090,1,N,0021,1","22000,1,9,N","004023,1,N,1","+0080,1","-0050,1","10175,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+00750,1,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0106,1","999,N,+0078,1",,,,,,,"10176,1,99999,9","4,1,000,1,+999,9",,,,,"05,1",,,,,,,,"MET113KLAX 011150Z 09004KT 2 1/2SM HZ FEW025 08/M05 A3005 RMK AO2 SLP175 6//// 7//// T00831050 10106 20078 58000 PNO $;","Q01    003PRSWM1"
"72295023174","2000-01-01T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","090,5,N,0021,5","22000,5,M,N","004000,5,N,1","+0083,5","-0050,5","10175,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+00762,5,9",,,,"02,99,1,99,9,99,9,00800,1,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9","999,M,+0161,1",,,,,,,,"10176,5,10137,1",,,,,,"05,5",,,,,,,,"SYN092AAXX  01124 72295 31540 20904 10083 21050 30137 40175 58000 705// 91150 333 10161 555 90112;","Q01  00002PRCP06N01 00081JPWTH 0"
"72295023174","2000-01-01T12:34:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","999,9,C,0000,1","00690,1,9,N","004023,1,N,1","+0080,1","-0030,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,99,1,+00690,1,9","3,99,1,+00960,1,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10180,1,99999,9",,,,,,"05,1",,,,,,,,"MET073KLAX 011234Z 00000KT 2 1/2SM HZ BKN023 BKN032 08/M03 A3006 RMK AO2 PNO $;","Q01    003PRSWM1"
"72295023174","2000-01-01T12:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,1","01110,1,9,N","004023,1,N,1","+0080,1","-0050,1","10180,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+00690,1,9","2,99,1,+00870,1,9","4,99,1,+01110,1,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10180,1,99999,9",,,,,,"05,1",,,,,,,,"MET097KLAX 011250Z 00000KT 2 1/2SM HZ FEW023 SCT029 OVC037 08/M05 A3006 RMK AO2 SLP180 T00831050 PNO $;","Q01    003PRSWM1"
"72295023174","2000-01-01T13:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","01128,5,M,N","004000,5,N,1","+0083,5","-0050,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+00701,5,9","2,99,5,+00884,5,9","4,99,5,+01128,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10179,5,99999,9",,,,,,"05,5",,,,,,,,"MET073KLAX 011256Z COR 00000KT 5SM HZ SCT023 OVC035 08/M06 A3007 RMK AO2 PNO $;","Q01    003PRSWM1N01 00081JPWTH 0"
"72295023174","2000-01-01T13:12:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","080,1,N,0015,1","00870,1,9,N","008046,1,N,1","+0080,1","-0040,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+00690,1,9","3,99,1,+00870,1,9","4,99,1,+01140,1,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10183,1,99999,9",,,,,,"05,1",,,,,,,,"MET076KLAX 011312Z 08003KT 5SM HZ SCT023 BKN029 OVC038 08/M04 A3007 RMK AO2 PNO $;","Q01    003PRSWM1"
"72295023174","2000-01-01T13:29:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","999,9,C,0000,1","01140,1,9,N","008046,1,N,1","+0080,1","-0050,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+00690,1,9","3,99,1,+01140,1,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10183,1,99999,9",,,,,,"05,1",,,,,,,,"MET069KLAX 011329Z 00000KT 5SM HZ SCT023 BKN038 08/M05 A3007 RMK AO2 PNO $;","Q01    003PRSWM1"
"72295023174","2000-01-01T13:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","060,1,N,0026,1","01140,1,9,N","008046,1,N,1","+0080,1","+0070,2","10185,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,99,1,+01140,1,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10186,1,99999,9",,,,,,"10,1",,,,,,,,"MET078KLAX 011350Z 06005KT 5SM BR BKN038 08/07 A3008 RMK AO2 SLP185 T00830067 PNO $;","Q01    003PRSWM1"
"72295023174","2000-01-01T14:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","060,5,N,0026,5","01158,5,M,N","008000,5,N,1","+0083,5","+0067,5","10185,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,99,5,+01158,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10186,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET065KLAX 011356Z 06006KT 1 1/4SM BR BKN038 08/07 A3008 RMK AO2 PNO $;","Q01    003PRSWM1N01 00070JPWTH 0"
"72295023174","2000-01-01T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","060,5,N,0041,5","01158,5,M,N","004000,5,N,1","+0089,5","+0072,5","10191,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+00914,5,9","4,99,5,+01158,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10193,5,99999,9","3,1,015,1,+999,9",,,,,"10,1","45,5",,,,,,,"MET101KLAX 011450Z 06008KT 2 1/2SM BR FEW030 OVC038 09/07 A3010 RMK AO2 SLP191 6//// T00890072 53015 PNO $;","Q01    003PRSWM1N01 00070JPWTH 0"
"72295023174","2000-01-01T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-01T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0031,5","01189,5,M,N","004000,5,N,1","+0089,5","+0072,5","10195,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"4,99,5,+01189,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10196,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET082KLAX 011550Z 09006KT 2 1/2SM BR OVC039 09/07 A3011 RMK AO2 SLP195 T00890072 PNO $;","Q01    003PRSWM1N01 00070JPWTH 0"
"72295023174","2000-01-01T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0017,02,008,0000,02,015,0017,02,008","0060,0850,9,1220,9","0060,0122,9,1403,9",,,,,,,,,,,,,,,,,,,,,,,,
