"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AJ1","AK1","AM1","AN1","AT1","AT2","AT3","AT4","AU1","AU2","AW1","AW2","AX1","ED1","GA1","GA2","GA3","GA4","GA5","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2013-01-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"AU,21,MIFG,5","MW,01,FG  ,5",,,,,,,,,,,,,,,,,,,"240,M,+0150,5","240,N,+0050,5",,,,,,,,,"024,W,+0072,D,4","024,D,+0028,D,4",,,"10102,4,10220,4","10103,4,10105,4",,,,,,,,"1,24,00760,330,9999,5","2,24,00581,330,9999,5","3,24,00241,999,9999,5","024,X,079,D,4","024,N,045,D,4","024,M,061,D,4","SOD75724 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):18  24 HR MAX TEMP (F): 5924 HR MIN TEMP (F): 41AVERAGE STATION PRESSURE:29.835 MINIMUM SEA LEVEL PRESSURE:29.84 TIME OF OCCURRENCE:0104 PEAK WIND SPEED (MPH): 17 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):330 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.4 24 HR AVG TEMP (F): 50DEPART FROM NORMAL: -6  HEATING DEGREE DAYS: 15 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):59  LATEST NIGHT MIN TEMP(1900-0800 LST):41 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01    187AXW093"
"72295023174","2013-01-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOM  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,"00716,9,A","00361,9,2424,9999,9999,5","12,5,05,5,01,5,01,5","005,0028,9,260622,5","010,0043,9,260624,5","015,0058,9,240438,5","020,0074,9,240446,5","030,0094,9,240439,5","045,0130,9,240446,5","060,0173,9,240445,5","080,0201,9,240504,5","100,0239,9,240525,5","120,0267,9,240525,5","150,0305,9,240532,5","180,0310,9,240542,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"744,N,+1044,5","744,M,+1683,5","744,A,+1367,5","N,9,+0050,319999,5","M,9,+0200,201106,5","744,H,0255,5","744,C,0000,5","00,5,00,5,00,5,00,5",,,,,,,"10058,U,10176,U","10251,192334,5,10068,131655,5",,,,,,,,,,,,"SOM813PCP MTOT:2.82 DEPNRM:+1.7 PCP GT 24HRS:1.42 DATE(S):24 DAYS W/PCP >=.01:12 DAYS W/PCP >=.10:5  DAYS W/ PCP >=.50:1 DAYS W/PCP >=1.00:1 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.11  26/0622 MIN:10 0.17  26/0624 MIN:15 0.23  24/0438 MIN:20 0.29  24/0446 MIN:30 0.37  24/0439 MIN:45 0.51  24/0446 MIN:60 0.68  24/0445 MIN:80 0.79  24/0504 MIN:100 0.94  24/0525 MIN:120 1.05  24/0525 MIN:150 1.20  24/0532 MIN:180 1.22  24/0542 AVG DLY MIN:50.8  AVG DLY MAX:62.3  AVG MLY TMP:56.6  DEP NORM:-1.0  MIN TMP:41 DATE(S):31 MAX TMP:68  DATE(S):20 11 06 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:29.700 LWST SLP:29.73 DATE/TIME:131655 HGST SLP:30.27 DATE/TIME:192334 HDD MTH TOT:255 DEP NORM:+21 SEASON(JUL 1-JUN 30):361 DEP NORM:-18 CDD MTH TOT:0 DEP NORM:-4 SEASON(JAN 1-DEC 31):730 DEP NORM:+51","R01  2.827ABP070"
"72295023174","2013-01-01T08:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0021,5","06096,5,M,N","016093,5,N,5","+0083,5","+0033,5","10237,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+06096,5,99,9",,,,,"3,99,1,+06096,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10237,5,10118,5","8,9,003,9,+999,9",,,,,,,,,,,,,,,,"MET09901/01/13 00:53:01 METAR KLAX 010853Z 09004KT 10SM BKN200 08/03 A3023 RMK AO2 SLP237 T00830033 58003",
"72295023174","2013-01-01T09:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","060,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0083,5","+0028,5","10241,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+06096,5,99,9",,,,,"2,99,1,+06096,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10244,5,10124,5",,,,,,,,,,,,,,,,,"MET09301/01/13 01:53:01 METAR KLAX 010953Z 06004KT 10SM SCT200 08/03 A3025 RMK AO2 SLP241 T00830028",
"72295023174","2013-01-01T10:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","060,5,N,0026,5","06096,5,M,N","016093,5,N,5","+0083,5","+0028,5","10238,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+06096,5,99,9",,,,,"3,99,1,+06096,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10240,5,10121,5",,,,,,,,,,,,,,,,,"MET09301/01/13 02:53:01 METAR KLAX 011053Z 06005KT 10SM BKN200 08/03 A3024 RMK AO2 SLP238 T00830028",
"72295023174","2013-01-01T11:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","060,5,N,0015,5","06096,5,M,N","016093,5,N,5","+0078,5","+0022,5","10231,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+06096,5,99,9",,,,,"3,99,1,+06096,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0106,1","999,N,+0072,1",,,,,,,,,,,"10230,5,10111,5","8,9,007,9,+999,9",,,,,,,,,,,,,,,,"MET11101/01/13 03:53:01 METAR KLAX 011153Z 06003KT 10SM BKN200 08/02 A3021 RMK AO2 SLP231 T00780022 10106 20072 58007",
"72295023174","2013-01-01T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","060,1,N,0015,1","99999,9,9,N","016000,1,N,1","+0078,1","+0022,1","10231,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,99999,9,99,9,99,9","120,N,+0072,1","240,M,+0150,1",,,,,,,,,,,"99999,9,99999,9","8,1,007,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  01124 72295 32966 60603 10078 20022 30174 40231 58007 91153 333 10150 20072 555 90112;","Q01 101743APOSP "
"72295023174","2013-01-01T12:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0026,5","06096,5,M,N","016093,5,N,5","+0078,5","+0017,5","10230,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+06096,5,99,9",,,,,"3,99,1,+06096,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,"MET09301/01/13 04:53:01 METAR KLAX 011253Z 07005KT 10SM BKN200 08/02 A3021 RMK AO2 SLP230 T00780017",
"72295023174","2013-01-01T13:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","06096,5,M,N","016093,5,N,5","+0078,5","+0011,5","10229,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+06096,5,99,9",,,,,"3,99,1,+06096,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,"MET09301/01/13 05:53:01 METAR KLAX 011353Z 00000KT 10SM BKN200 08/01 A3021 RMK AO2 SLP229 T00780011",
"72295023174","2013-01-01T14:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","020,5,N,0015,5","07620,5,M,N","016093,5,N,5","+0083,5","+0017,5","10234,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04572,5,99,9","04,5,+06096,5,99,9","07,5,+07620,5,99,9",,,"1,99,1,+04572,5,9","2,99,1,+06096,5,9","3,99,1,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10234,5,10114,5","3,9,003,9,+999,9",,,,,,,,,,,,,,,,"MET11301/01/13 06:53:01 METAR KLAX 011453Z 02003KT 10SM FEW150 SCT200 BKN250 08/02 A3022 RMK AO2 SLP234 T00830017 53003",
"72295023174","2013-01-01T15:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0031,5","06096,5,M,N","016093,5,N,5","+0089,5","+0011,5","10233,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+03048,5,99,9","04,5,+04877,5,99,9","07,5,+06096,5,99,9",,,"1,99,1,+03048,5,9","2,99,1,+04877,5,9","3,99,1,+06096,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10234,5,10114,5",,,,,,,,,,,,,,,,,"MET10701/01/13 07:53:01 METAR KLAX 011553Z VRB06KT 10SM FEW100 SCT160 BKN200 09/01 A3022 RMK AO2 SLP233 T00890011",
"72295023174","2013-01-01T16:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0021,5","03048,5,M,N","016093,5,N,5","+0106,5","+0017,5","10235,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+03048,5,99,9","07,5,+04877,5,99,9",,,,"3,99,1,+03048,5,9","3,99,1,+04877,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10237,5,10118,5",,,,,,,,,,,,,,,,,"MET10001/01/13 08:53:01 METAR KLAX 011653Z VRB04KT 10SM BKN100 BKN160 11/02 A3023 RMK AO2 SLP235 T01060017",
"72295023174","2013-01-01T17:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","050,5,N,0021,5","03048,5,M,N","016093,5,N,5","+0117,5","+0006,5","10233,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+03048,5,99,9","07,5,+04877,5,99,9",,,,"3,99,1,+03048,5,9","3,99,1,+04877,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0122,1","999,N,+0067,1",,,,,,,,,,,"10234,5,10114,5","2,9,000,9,+999,9",,,,,,,,,,,,,,,,"MET11801/01/13 09:53:01 METAR KLAX 011753Z 05004KT 10SM BKN100 BKN160 12/01 A3022 RMK AO2 SLP233 T01170006 10122 20067 52000","Q01+000022APCTEN"
"72295023174","2013-01-01T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","050,1,N,0021,1","99999,9,9,N","016000,1,N,1","+0117,1","+0006,1","10233,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0122,1","240,N,+0067,1",,,,,,,,,,,"99999,9,99999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  01184 72295 32966 60504 10117 20006 30178 40233 52000 91753 333 10122 20067 555 90118;","Q01+000022APCTENQ02 101783APOSP "
"72295023174","2013-01-01T18:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0026,5","03048,5,M,N","016093,5,N,5","+0139,5","+0006,5","10229,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+02743,5,99,9","07,5,+03048,5,99,9","07,5,+04877,5,99,9",,,"2,99,1,+02743,5,9","3,99,1,+03048,5,9","3,99,1,+04877,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,"MET10701/01/13 10:53:01 METAR KLAX 011853Z VRB05KT 10SM SCT090 BKN100 BKN160 14/01 A3021 RMK AO2 SLP229 T01390006",
"72295023174","2013-01-01T19:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","360,5,N,0021,5","03353,5,M,N","016093,5,N,5","+0144,5","+0000,5","10215,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9","07,5,+03353,5,99,9","07,5,+04877,5,99,9",,,"1,99,1,+02743,5,9","3,99,1,+03353,5,9","3,99,1,+04877,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10213,5,10094,5",,,,,,,,,,,,,,,,,"MET10701/01/13 11:53:01 METAR KLAX 011953Z 36004KT 10SM FEW090 BKN110 BKN160 14/00 A3016 RMK AO2 SLP215 T01440000",
"72295023174","2013-01-01T20:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","03353,5,M,N","016093,5,N,5","+0150,5","+0000,5","10205,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9","07,5,+03353,5,99,9","07,5,+04877,5,99,9",,,"1,99,1,+02743,5,9","3,99,1,+03353,5,9","3,99,1,+04877,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5","8,9,028,9,+999,9",,,,,,,,,,,,,,,,"MET11301/01/13 12:53:01 METAR KLAX 012053Z 00000KT 10SM FEW090 BKN110 BKN160 15/00 A3013 RMK AO2 SLP205 T01500000 58028",
"72295023174","2013-01-01T21:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","110,5,N,0031,5","03658,5,M,N","016093,5,N,5","+0150,5","-0022,5","10198,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+02743,5,99,9","07,5,+03658,5,99,9","07,5,+05486,5,99,9",,,"2,99,1,+02743,5,9","3,99,1,+03658,5,9","3,99,1,+05486,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5",,,,,,,,,,,,,,,,,"MET10801/01/13 13:53:01 METAR KLAX 012153Z 11006KT 10SM SCT090 BKN120 BKN180 15/M02 A3012 RMK AO2 SLP198 T01501022",
"72295023174","2013-01-01T22:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0161,5","-0017,5","10195,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+03658,5,99,9","04,5,+05486,5,99,9",,,,"1,99,1,+03658,5,9","2,99,1,+05486,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,,,,,,,,,,,"MET10101/01/13 14:53:01 METAR KLAX 012253Z 09006KT 10SM FEW120 SCT180 16/M02 A3011 RMK AO2 SLP195 T01611017",
"72295023174","2013-01-01T23:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0021,5","22000,5,9,N","016093,5,N,5","+0150,5","-0017,5","10195,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02438,5,99,9","04,5,+03353,5,99,9",,,,"1,99,1,+02438,5,9","2,99,1,+03353,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0161,1","999,N,+0117,1",,,,,,,,,,,"10196,5,10077,5","6,9,010,9,+999,9",,,,,,,,,,,,,,,,"MET12401/01/13 15:53:02 METAR KLAX 012353Z VRB04KT 10SM FEW080 SCT110 15/M02 A3011 RMK AO2 SLP195 T01501017 10161 20117 56010 (AR)",
"72295023174","2013-01-02T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,9,9999,9","22000,1,9,N","016000,1,N,1","+0150,1","-0017,1","10195,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,02250,1,99,9,99,9","120,M,+0161,1","180,N,+0072,1",,,,,,,,,,,"99999,9,99999,9","6,1,010,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  02004 72295 32866 4//04 10150 21017 30140 40195 56010 92353 333 10161 20072 555 90200;","Q01 101403APOSP "
"72295023174","2013-01-02T00:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0150,5","-0039,5","10195,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02438,5,99,9","04,5,+03353,5,99,9",,,,"1,99,1,+02438,5,9","2,99,1,+03353,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,,,,,,,,,,,"MET10101/01/13 16:53:01 METAR KLAX 020053Z 00000KT 10SM FEW080 SCT110 15/M04 A3011 RMK AO2 SLP195 T01501039",
"72295023174","2013-01-02T01:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0122,5","+0050,5","10199,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+03353,5,99,9",,,,,"2,99,1,+03353,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5",,,,,,,,,,,,,,,,,"MET09301/01/13 17:53:01 METAR KLAX 020153Z 27006KT 10SM SCT110 12/05 A3012 RMK AO2 SLP199 T01220050","Q01+000503ATOD  "
