"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GD1","GD2","GD3","GD4","GE1","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2024-01-01T07:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","040,5,N,0021,5","22000,5,9,N","011265,5,N,5","+0128,5","+0106,5","10177,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+04572,5,99,9",,,"2,99,1,+04572,5,9",,,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,04572,1,99,9,99,9","240,M,+0156,1","240,N,+0106,1",,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,"MET10812/31/23 23:53:03 METAR KLAX 010753Z 04004KT 7SM SCT150 13/11 A3006 RMK AO2 SLP177 T01280106 401560106 (SAS)","D01      0ADE726"
"72295023174","2024-01-01T07:59:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,2,5",,,,,,,,,,,,,,,,,,"AU,16,RA  ,5",,,,,,,,,,"01,6,24,6",,,,,,,,,,,,,"240,M,+0156,5","240,N,+0106,5",,,,,,,,,"024,W,+0117,D,4","024,D,+0106,D,4",,,"10068,4,10190,4","10069,4,10169,4",,,,,,,,"1,24,00849,180,9999,5","2,24,00536,110,9999,5","3,24,00219,999,9999,5","024,X,097,D,4","024,N,072,D,4","024,M,083,D,4","SOD70924 HR PRECIPITATION (IN):    T WEATHER(CODE):1  24 HR MAX TEMP (F): 6024 HR MIN TEMP (F): 51AVERAGE STATION PRESSURE:29.735 MINIMUM SEA LEVEL PRESSURE:30.03 TIME OF OCCURRENCE:1633 PEAK WIND SPEED (MPH): 19 PEAK WIND DIR (DEG):180 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):110 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.9 24 HR AVG TEMP (F): 56DEPART FROM NORMAL: -1  HEATING DEGREE DAYS:  9 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):60  LATEST NIGHT MIN TEMP(1900-0800 LST):51 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     17AXW093"
"72295023174","2024-01-01T07:59:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOM  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,"00907,9,U","00445,9,2021,9999,9999,U","06,U,05,U,04,U,02,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"744,N,+1150,5","744,M,+2050,5","744,A,+1600,5","N,9,+0083,149999,5","M,9,+0283,059999,5","744,H,0129,5","744,C,0008,5","00,U,00,U,00,U,00,U",,,,,,,"10058,U,10179,U","10240,092228,U,10098,220253,U",,,,,,,,,,,,"SOM791PCP MTOT:0.62 PCP GT 24HRS:0.62 DATE(S):30 DAYS W/PCP >=.01:1  DAYS W/PCP >=.10:1  DAYS W/ PCP >=.50:1 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.12  30/0508 MIN:10 0.21  30/0510 MIN:15 0.27  30/0514 MIN:20 0.32  30/0516 MIN:30 0.36  30/0520 MIN:45 0.40  30/0539 MIN:60 0.43  30/0551 MIN:80 0.45  30/0605 MIN:100 0.49  30/0632 MIN:120 0.51  30/0643 MIN:150 0.52  30/0716 MIN:180 0.54  30/0734 AVG DLY MIN:52.7  AVG DLY MAX:68.9  AVG MLY TMP:60.8  MIN TMP:47 DATE(S):14 MAX TMP:83  DATE(S):05 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:29.705 LWST SLP:29.81 DATE/TIME:220323 HGST SLP:30.24 DATE/TIME:092228 HDD MTH TOT:129 DEP NORM:-2553 SEASON(JUL 1-JUN 30):190 DEP NORM:-25536 CDD MTH TOT:8 DEP NORM:-2553 SEASON(JAN 1-DEC 31):575 DEP NORM:-25536","R01  0.627ABP071R02  0.627ADP081R03     17AE1100R04     17AE2103R05     17AE3106R06     07AE4109R07  0.437A07077R08  0.517A10078R09  0.547A12079"
"72295023174","2024-01-01T08:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","060,5,N,0015,5","03658,5,M,N","011265,5,N,5","+0117,5","+0100,5","10176,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+03658,5,99,9",,,"3,99,1,+03658,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03658,1,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5","8,9,003,9,+999,9",,,,,,,,,,,,,,,,"MET10401/01/24 00:53:02 METAR KLAX 010853Z 06003KT 7SM BKN120 12/10 A3006 RMK AO2 SLP176 T01170100 58003 (SAS)",
"72295023174","2024-01-01T09:00:00","4","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","99999","V020","060,1,N,0015,1","99999,9,9,N","011000,1,9,9","+0117,1","+0100,1","10176,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,AGL   ,+99999,+99999","06,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"99999,9,99999,9","8,1,003,1,+999,9",,,,,,,,,,,,,,,,"SYN06472295 32961 60603 10117 20100 30124 40176 58003 90853 555 90109=","Q01 101243APOSP "
"72295023174","2024-01-01T09:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","050,5,N,0026,5","03658,5,M,N","011265,5,N,5","+0117,5","+0094,5","10171,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+03658,5,99,9",,,"3,99,1,+03658,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03658,1,99,9,99,9",,,,,,,,,,,,,"10173,5,10054,5",,,,,,,,,,,,,,,,,"MET09801/01/24 01:53:02 METAR KLAX 010953Z 05005KT 7SM BKN120 12/09 A3004 RMK AO2 SLP171 T01170094 (SAS)",
"72295023174","2024-01-01T10:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","060,5,N,0015,5","03658,5,M,N","011265,5,N,5","+0106,5","+0089,5","10173,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+03658,5,99,9",,,"3,99,1,+03658,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03658,1,99,9,99,9",,,,,,,,,,,,,"10176,5,10057,5",,,,,,,,,,,,,,,,,"MET09801/01/24 02:53:02 METAR KLAX 011053Z 06003KT 7SM BKN120 11/09 A3005 RMK AO2 SLP173 T01060089 (SAS)",
"72295023174","2024-01-01T11:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","030,5,N,0026,5","03658,5,M,N","014484,5,N,5","+0111,5","+0083,5","10169,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+03658,5,99,9",,,"3,99,1,+03658,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03658,1,99,9,99,9","060,M,+0139,1","060,N,+0100,1",,,,,,,,,,,"10169,5,10051,5","6,9,007,9,+999,9",,,,,,,,,,,,,,,,"MET11601/01/24 03:53:02 METAR KLAX 011153Z 03005KT 9SM BKN120 11/08 A3003 RMK AO2 SLP169 T01110083 10139 20100 56007 (SAS)",
"72295023174","2024-01-01T12:00:00","4","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","99999","V020","030,1,N,0026,1","99999,9,9,N","014000,1,9,9","+0111,1","+0083,1","10169,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,AGL   ,+99999,+99999","06,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0156,1","240,N,+0100,1",,,,,,,,,,,"99999,9,99999,9","6,1,007,1,+999,9",,,,,,,,,,,,,,,,"SYN08072295 32964 60305 10111 20083 30114 40169 56007 91153 333 10156 20100 555 90112=","Q01 101143APOSP "
"72295023174","2024-01-01T12:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","020,5,N,0015,5","03658,5,M,N","016093,5,N,5","+0117,5","+0072,5","10167,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+03658,5,99,9",,,"3,99,1,+03658,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03658,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5",,,,,,,,,,,,,,,,,"MET09901/01/24 04:53:02 METAR KLAX 011253Z 02003KT 10SM BKN120 12/07 A3003 RMK AO2 SLP167 T01170072 (SAS)",
"72295023174","2024-01-01T13:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","020,5,N,0021,5","03658,5,M,N","016093,5,N,5","+0117,5","+0067,5","10169,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+03658,5,99,9",,,"3,99,1,+03658,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03658,1,99,9,99,9",,,,,,,,,,,,,"10173,5,10054,5",,,,,,,,,,,,,,,,,"MET09901/01/24 05:53:02 METAR KLAX 011353Z 02004KT 10SM BKN120 12/07 A3004 RMK AO2 SLP169 T01170067 (SAS)",
"72295023174","2024-01-01T14:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0021,5","03658,5,M,N","016093,5,N,5","+0111,5","+0067,5","10175,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+02743,5,99,9","07,5,+03658,5,99,9",,"2,99,1,+02743,5,9","3,99,1,+03658,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02743,1,99,9,99,9",,,,,,,,,,,,,"10176,5,10057,5","3,9,006,9,+999,9",,,,,,,,,,,,,,,,"MET11201/01/24 06:53:02 METAR KLAX 011453Z VRB04KT 10SM SCT090 BKN120 11/07 A3005 RMK AO2 SLP175 T01110067 53006 (DMQ)",
"72295023174","2024-01-01T15:00:00","4","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","99999","V020","999,9,N,0021,1","99999,9,9,N","016000,1,9,9","+0111,1","+0067,1","10175,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,AGL   ,+99999,+99999","06,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"99999,9,99999,9","3,1,006,1,+999,9",,,,,,,,,,,,,,,,"SYN06472295 32966 6//04 10111 20067 30120 40175 53006 91453 555 90115=","Q01 101203APOSP "
"72295023174","2024-01-01T15:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","03658,5,M,N","016093,5,N,5","+0111,5","+0061,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+02743,5,99,9","07,5,+03658,5,99,9",,"2,99,1,+02743,5,9","3,99,1,+03658,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02743,1,99,9,99,9",,,,,,,,,,,,,"10183,5,10064,5",,,,,,,,,,,,,,,,,"MET10601/01/24 07:53:02 METAR KLAX 011553Z 00000KT 10SM SCT090 BKN120 11/06 A3007 RMK AO2 SLP180 T01110061 (DMQ)",
"72295023174","2024-01-01T16:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0015,5","04877,5,M,N","016093,5,N,5","+0139,5","+0067,5","10189,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02896,5,99,9","04,5,+04267,5,99,9","07,5,+04877,5,99,9","1,99,1,+02896,5,9","2,99,1,+04267,5,9","3,99,1,+04877,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02896,1,99,9,99,9",,,,,,,,,,,,,"10190,5,10071,5",,,,,,,,,,,,,,,,,"MET11301/01/24 08:53:02 METAR KLAX 011653Z VRB03KT 10SM FEW095 SCT140 BKN160 14/07 A3009 RMK AO2 SLP189 T01390067 (DMQ)",
"72295023174","2024-01-01T17:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0031,5","22000,5,9,N","016093,5,N,5","+0156,5","+0067,5","10196,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+03048,5,99,9","04,5,+04267,5,99,9","04,5,+04877,5,99,9","1,99,1,+03048,5,9","2,99,1,+04267,5,9","2,99,1,+04877,5,9",,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03048,1,99,9,99,9","060,M,+0156,1","060,N,+0106,1",,,,,,,,,,,"10196,5,10077,5","3,9,020,9,+999,9",,,,,,,,,,,,,,,,"MET13101/01/24 09:53:02 METAR KLAX 011753Z VRB06KT 10SM FEW100 SCT140 SCT160 16/07 A3011 RMK AO2 SLP196 T01560067 10156 20106 53020 (DMQ)","D01      0ADE726"
"72295023174","2024-01-01T18:00:00","4","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","99999","V020","999,9,N,0031,1","22000,1,9,N","016000,1,9,9","+0156,1","+0067,1","10196,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0156,1","120,N,+0106,1",,,,,,,,,,,"99999,9,99999,9","3,1,020,1,+999,9",,,,,,,,,,,,,,,,"SYN08072295 32966 4//06 10156 20067 30140 40196 53020 91753 333 10156 20106 555 90118=","Q01 101403APOSP "
"72295023174","2024-01-01T18:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","060,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0172,5","+0050,5","10196,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+03353,5,99,9","02,5,+04267,5,99,9","04,5,+05486,5,99,9","1,99,1,+03353,5,9","1,99,1,+04267,5,9","2,99,1,+05486,5,9",,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03353,1,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,,,,,,,,,,,"MET11301/01/24 10:53:02 METAR KLAX 011853Z 06006KT 10SM FEW110 FEW140 SCT180 17/05 A3011 RMK AO2 SLP196 T01720050 (DMQ)","D01      0ADE726"
"72295023174","2024-01-01T19:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0183,5","+0056,5","10187,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+03658,5,99,9","02,5,+04572,5,99,9","04,5,+06706,5,99,9","1,99,1,+03658,5,9","1,99,1,+04572,5,9","2,99,1,+06706,5,9",,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03658,1,99,9,99,9",,,,,,,,,,,,,"10186,5,10067,5",,,,,,,,,,,,,,,,,"MET11301/01/24 11:53:02 METAR KLAX 011953Z 10006KT 10SM FEW120 FEW150 SCT220 18/06 A3008 RMK AO2 SLP187 T01830056 (DMQ)","D01      0ADE726"
"72295023174","2024-01-01T20:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0015,5","22000,5,9,N","016093,5,N,5","+0189,5","+0044,5","10178,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04267,5,99,9","04,5,+05486,5,99,9",,"1,99,1,+04267,5,9","2,99,1,+05486,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,04267,1,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5","8,9,017,9,+999,9",,,,,,,,,,,,,,,,"MET11201/01/24 12:53:02 METAR KLAX 012053Z VRB03KT 10SM FEW140 SCT180 19/04 A3006 RMK AO2 SLP178 T01890044 58017 (DMQ)","D01      0ADE726"
"72295023174","2024-01-01T21:00:00","4","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","99999","V020","999,9,N,0015,1","22000,1,9,N","016000,1,9,9","+0189,1","+0044,1","10178,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"99999,9,99999,9","8,1,017,1,+999,9",,,,,,,,,,,,,,,,"SYN06472295 32966 4//03 10189 20044 30124 40178 58017 92053 555 90121=","Q01 101243APOSP "
"72295023174","2024-01-01T21:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0189,5","+0044,5","10178,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01524,5,99,9","02,5,+05486,5,99,9",,"1,99,1,+01524,5,9","1,99,1,+05486,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,01524,1,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,"MET10601/01/24 13:53:02 METAR KLAX 012153Z 26007KT 10SM FEW050 FEW180 19/04 A3006 RMK AO2 SLP178 T01890044 (DMQ)","D01      0ADE726"
