"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","ED1","GA1","GD1","GD2","GD3","GD4","GF1","GJ1","GK1","GP1","GQ1","GR1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","MW4","OC1","OE1","OE2","OE3","REM","EQD"
"72295023174","2003-01-01T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T05:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","330,1,N,0036,1","22000,1,9,N","016093,1,N,1","+0140,1","+0030,1","10199,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0144,1","999,N,+0122,1",,,,,,,"10200,1,99999,9","5,1,003,1,+999,9",,,,,"00,1",,,,,,,,"MET085KLAX 010550Z 33007KT 10SM CLR 14/03 A3012 RMK AO2 SLP199 T01390028 10144 20122 55003;","Q01+000000PRSWM2"
"72295023174","2003-01-01T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","330,5,N,0036,5","22000,5,M,N","016000,5,N,1","+0139,5","+0028,5","10199,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9","0,99,5,+99999,9,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9","240,M,+0144,1","240,N,+0094,1",,,,,,,"10200,5,10161,1","5,1,003,1,+999,9",,,,,,,,,,,,,"SYN092AAXX  01064 72295 32966 03307 10139 20028 30161 40199 55003 90550 333 10144 20094 555 90106;","Q01  00002PRCP06N01 00000JPWTH 0"
"72295023174","2003-01-01T06:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0026,5","22000,5,M,N","016000,5,N,1","+0139,5","+0028,5","10205,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10207,5,99999,9",,,,,,"00,1",,,,,,,,"MET067KLAX 010650Z VRB05KT 10SM CLR 14/03 A3014 RMK AO2 SLP205 T01390028;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2003-01-01T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0111,5","+0061,5","10202,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0156,1","999,N,+0094,1",,,,,,,"10203,5,99999,9",,,,,,"00,1",,,,,,,,"MET077KLAX 010750Z 00000KT 10SM CLR 11/06 A3013 RMK AO2 SLP202 T01110061 401560094;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2003-01-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000,5","000,5",,,,"240,M,+0156,5","240,N,+0094,5",,,,,,,,,"10081,9,99999,4",,,,,,,,,"1,24,01252,350,2117,5","2,24,00983,350,2118,5","3,24,00268,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6024 HR MAX TEMP TIME (LST):1223 24 HR MIN TEMP (F): 4924 HR MIN TEMP TIME (LST):0713 AVERAGE STATION PRESSURE:29.77  PEAK WIND SPEED (MPH): 28 PEAK WIND DIR (DEG):350 PEAK WIND TIME (LST):2117  FASTEST 2MIN SPEED (MPH): 22FASTEST 2MIN DIR (DEG):350 FASTEST 2MIN TIME (LST):2118 AVERAGE WIND SPEED (MPH): 6.0 24 HR AVG TEMP (F):55 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72295023174","2003-01-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOM  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,"00460,9,6","00284,9,1616,9999,9999,6","11,6,03,6,99,9,01,6","005,0018,9,161437,5","010,0028,9,161439,5","015,0013,9,161353,5","020,0048,9,161414,6","030,0074,9,161412,6","045,0104,9,161417,6","060,0137,9,161439,6","080,0173,9,161439,5","100,0201,9,161459,5","120,0015,9,161520,5","150,0236,9,161546,6","180,0249,9,161605,6",,,,,,,,,,,,,,,,,,,"744,N,+0939,5","744,M,+1761,5","744,A,+1350,5","744,H,0261,7","744,C,0000,5","00,5,00,5,00,5,00,5",,,,"10061,4,10193,4","99999,999999,7,10088,161617,7",,,,,,,,,,"SOM810PCP MTOT: 1.81 DEPNRM: 0.02 PCP GT 24HRS: 1.12 DATE(S):161+ DAYS W/PCP >=.01:11 DAYS W/PCP >=.10: 3 DAYS W/PCP >=1.00:  MSDP AMTS W/DATE-TIME TAGS:MIN:5  .07  16/1437 MIN:10  .11  16/1439 MIN:15  .05  16/1353 MIN:20  .19  16/1414 MIN:30  .29  16/1412 MIN:45  .41  16/1417 MIN:60  .54  16/1439 MIN:80  .68  16/1439 MIN:100  .79  16/1459 MIN:120  .06  16/1520 MIN:150  .93  16/1546 MIN:180  .98  16/1605 SN GT DP ON GRND:0 - DATE(S):0  AVG DLY MIN: 48.9 AVG DLY MAX: 63.7 AVG MLY TMP: 56.3 DAYS MAX <=32:  DAYS MAX >=70: 0 DAYS MAX >=90: 0 DAYS MIN <=32: 0 DAYS MIN  <=0: 0 AVG STP:29.71  AVG SLP:30.10  LWST SLP:29.79 DATE/TIME:161617 HGST SLP:  .00 DATE/TIME: 00000 HDD MTH TOT: 261 DEP NORM:  27 SEASON(JUL 1-JUN 30):    0 DEP NORM:0   0 CDD MTH TOT:   0 DEP NORM:  -4 SEASON(JAN 1-DEC 31):    0 DEP NORM:   0","R01  1.817ABP070R02  1.127ADP081R03    117AE1100R04      7AE2103R05     17AE4109R06   .197A04020R07   .297A05028R08   .417A06034R09   .547A07040R10   .937A11066R11   .987A12072R12   0 -7AKS007R13   2617KDH015R14   .007MKX021"
"72295023174","2003-01-01T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","014400,5,N,1","+0106,5","+0072,5","10203,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10207,5,99999,9","1,1,004,1,+999,9",,,,,"00,1",,,,,,,,"MET072KLAX 010850Z 00000KT 9SM CLR 11/07 A3014 RMK AO2 SLP203 T01060072 51004;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2003-01-01T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0021,5","22000,5,M,N","006400,5,N,1","+0094,5","+0078,5","10204,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10207,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET069KLAX 010950Z 10004KT 4SM BR CLR 09/08 A3014 RMK AO2 SLP204 T00940078;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2003-01-01T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","006400,5,N,1","+0083,5","+0072,5","10205,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10207,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET071KLAX 011050Z 00000KT 4SM BR CLR 08/07 A3014 RMK AO2 SLP205 T00830072 /;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2003-01-01T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T11:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","070,1,N,0015,1","22000,1,9,N","008046,1,N,1","+0090,1","+0080,1","10207,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0139,1","999,N,+0083,1",,,,,,,"10210,1,99999,9","3,1,003,1,+999,9",,,,,"10,1",,,,,,,,"MET089KLAX 011150Z 07003KT 5SM BR CLR 09/08 A3015 RMK AO2 SLP207 T00890078 10139 20083 53003 /;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2003-01-01T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","070,5,N,0015,5","22000,5,M,N","008000,5,N,1","+0089,5","+0078,5","10207,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9","0,99,5,+99999,9,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9","999,M,+0156,1","120,N,+0083,1",,,,,,,"10210,5,10171,1","3,1,003,1,+999,9",,,,,"10,1","45,5",,,,,,,"SYN098AAXX  01124 72295 31958 00703 10089 20078 30171 40207 53003 710// 91150 333 10156 20083 555 90112;","Q01  00002PRCP06N01 00070JPWTH 0"
"72295023174","2003-01-01T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","008000,5,N,1","+0083,5","+0078,5","10204,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+00305,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10203,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET074KLAX 011250Z 00000KT 5SM BR FEW010 08/08 A3013 RMK AO2 SLP204 T00830078 /;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2003-01-01T13:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T13:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0026,5","22000,5,M,N","008000,5,N,1","+0078,5","+0072,5","10206,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+00305,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10207,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET074KLAX 011350Z 12005KT 5SM BR FEW010 08/07 A3014 RMK AO2 SLP206 T00780072 /;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2003-01-01T14:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","070,5,N,0021,5","22000,5,M,N","009600,5,N,1","+0078,5","+0067,5","10209,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10210,5,99999,9","3,1,001,1,+999,9",,,,,"10,1","45,5",,,,,,,"MET080KLAX 011450Z 07004KT 6SM BR FEW250 08/07 A3015 RMK AO2 SLP209 T00780067 53001 /;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2003-01-01T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0015,5","22000,5,M,N","008000,5,N,1","+0094,5","+0072,5","10213,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10213,5,99999,9",,,,,,"10,1","45,5",,,,,,,"MET074KLAX 011550Z 10003KT 5SM BR FEW250 09/07 A3016 RMK AO2 SLP213 T00940072 /;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2003-01-01T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0042,02,008,0269,02,015,0019,02,008","0060,0850,9,1220,9","0060,0122,9,1403,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0026,5","22000,5,M,N","008000,5,N,1","+0111,5","+0078,5","10219,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10220,5,99999,9",,,,,,"05,5",,,,,,,,"MET073KLAX 011650Z 12005KT 5SMHZ FEW250 11/08 A3018 RMK AO2 SLP219 T01110078 /;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2003-01-01T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0208,02,008,0542,02,015,0070,02,008","0060,0753,9,1317,9","0060,0360,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2003-01-01T17:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","100,1,N,0031,1","22000,1,9,N","009656,1,N,1","+0140,1","+0080,1","10221,1",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+07500,1,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0139,1","999,N,+0072,1",,,,,,,"10224,1,99999,9","1,1,014,1,+999,9",,,,,"05,1",,,,,,,,"MET092KLAX 011750Z 10006KT 6SM HZ FEW250 14/08 A3019 RMK AO2 SLP221 T01390083 10139 20072 51014 /;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2003-01-01T18:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","100,5,N,0031,5","22000,5,M,N","009600,5,N,1","+0139,5","+0083,5","10221,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0308,02,008,0367,02,015,0163,02,008","0060,0669,9,1432,9","0060,0555,9,1415,9","120,M,+0139,1","240,N,+0072,1",,,,,,,"10224,5,10184,1","1,1,014,1,+999,9",,,,,"05,5",,,,,,,,"SYN098AAXX  01184 72295 31959 21006 10139 20083 30184 40221 51014 705// 91750 333 10139 20072 555 90118;","Q01  00002PRCP06N01 00081JPWTH 0"
"72295023174","2003-01-01T18:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","130,5,N,0031,5","22000,5,M,N","011200,5,N,1","+0161,5","+0083,5","10217,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10217,5,99999,9",,,,,,"00,1",,,,,,,,"MET071KLAX 011850Z 13006KT 7SM FEW250 16/08 A3017 RMK AO2 SLP217 T01610083 /;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2003-01-01T19:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0471,02,008,0683,02,015,0135,02,008","0060,0607,9,1570,9","0060,0693,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,,
