"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GA5","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2007-01-01T05:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0021,5","22000,5,9,N","011265,5,N,5","+0128,5","+0094,5","10209,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00640,5,99,9","04,5,+06096,5,99,9",,,,"1,99,1,+00640,5,9","2,99,1,+06096,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0139,1","999,N,+0122,1",,,,,,,,,,,"10210,5,10091,5","6,9,003,9,+999,9",,,,,,,,,,,,,,,,,"MET12212/31/06 21:52:03 METAR KLAX 010550Z 09004KT 7SM FEW021 SCT200 13/09 A3015 RMK AO2 SLP209 T01280094 10139 20122 56003 (AR)",
"72295023174","2007-01-01T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","090,1,N,0021,1","22000,1,9,N","011000,1,N,1","+0128,1","+0094,1","10209,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,00800,1,99,9,99,9","240,M,+0139,1","240,N,+0067,1",,,,,,,,,,,"99999,9,99999,9","6,1,003,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  01064 72295 32561 40904 10128 20094 30154 40209 56003 90550 333 10139 20067 555 90106;","Q01 101543APOSP "
"72295023174","2007-01-01T06:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","140,5,N,0015,5","22000,5,9,N","009656,5,N,5","+0117,5","+0089,5","10203,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00640,5,99,9",,,,,"1,99,1,+00640,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5",,,,,,,"05,5",,,,,,,,,,,"MET10012/31/06 22:51:53 METAR KLAX 010650Z 14003KT 6SM HZ FEW021 12/09 A3013 RMK AO2 SLP203 T01170089 (AR)",
"72295023174","2007-01-01T07:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","009656,5,N,5","+0117,5","+0089,5","10202,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00640,5,99,9",,,,,"1,99,1,+00640,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5",,,,,,,"05,5",,,,,,,,,,,"MET11012/31/06 23:51:53 METAR KLAX 010750Z 00000KT 6SM HZ FEW021 12/09 A3013 RMK AO2 SLP202 T01170089 401500067 (GG)",
"72295023174","2007-01-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,"AU,13,BR  ,5","AU,08,HZ  ,5",,,,,,,,,,"01,5,24,5","08,5,24,5",,,,,,,,,,,,,"240,M,+0150,5","240,N,+0067,5",,,,,,,,,"024,W,+0094,D,4","024,D,+0078,D,4",,,"10105,4,10224,4","10105,4,10200,4",,,,,,,,,"1,24,00671,280,1728,5","2,24,00626,280,1729,5","3,24,00206,999,9999,5","024,X,093,D,4","024,N,057,D,4","024,M,076,D,4","SOD77324 HR PRECIPITATION (IN):0.00  WEATHER(CODE):1,8  24 HR MAX TEMP (F):59 24 HR MAX TEMP TIME (LST):1326 24 HR MIN TEMP (F):44 24 HR MIN TEMP TIME (LST):0718 AVERAGE STATION PRESSURE:29.840 MINIMUM SEA LEVEL PRESSURE:30.12 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH):15  PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):1728  FASTEST 2MIN SPEED (MPH):14 FASTEST 2MIN DIR (DEG):280 FASTEST 2MIN TIME (LST):1729 AVERAGE WIND SPEED (MPH):4.6  24 HR AVG TEMP (F):52 DEPART FROM NORMAL: -5  HEATING DEGREE DAYS:13  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):59  LATEST NIGHT MIN TEMP(1900-0800 LST):44 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     N7GJS072R02     N7GKS075"
"72295023174","2007-01-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOM  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,"00155,9,5","00071,9,0910,9999,9999,A","05,5,04,5,00,5,00,5","005,0025,9,100140,5","010,0030,9,100141,5","015,0030,9,100141,5","020,0030,9,100141,5","030,0030,9,100141,5","045,0038,9,270440,5","060,0043,9,270446,5","080,0048,9,270446,5","100,0048,9,270446,5","120,0051,9,270525,5","150,0051,9,270525,5","180,0051,9,270525,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"744,N,+0861,5","744,M,+1950,5","744,A,+1406,5","N,9,+0038,199999,5","M,9,+0261,049999,5","744,H,0232,5","744,C,0001,5","00,5,00,5,00,5,00,5",,,,,,,"10085,U,10203,U","10281,111050,U,10075,280150,U",,,,,,,,,,,,,"SOM808PCP MTOT:0.61 DEPNRM:-0.5 PCP GT 24HRS:0.28 DATE(S):9-10 DAYS W/PCP >=.01:5  DAYS W/PCP >=.10:4  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.10  10/0140 MIN:10 0.12  10/0141 MIN:15 0.12  10/0141 MIN:20 0.12  10/0141 MIN:30 0.12  10/0141 MIN:45 0.15  27/0440 MIN:60 0.17  27/0446 MIN:80 0.19  27/0446 MIN:100 0.19  27/0446 MIN:120 0.20  27/0525 MIN:150 0.20  27/0525 MIN:180 0.20  27/0525 AVG DLY MIN:47.5  AVG DLY MAX:67.1  AVG MLY TMP:57.3  DEP NORM:-0.3  MIN TMP:39 DATE(S):19 MAX TMP:79  DATE(S):04 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:29.775 LWST SLP:29.74 DATE/TIME:280202 HGST SLP:30.37 DATE/TIME:111015 HDD MTH TOT:232 DEP NORM:-2 SEASON(JUL 1-JUN 30):232 DEP NORM:-147 CDD MTH TOT:1 DEP NORM:-3 SEASON(JAN 1-DEC 31):1 DEP NORM:-678","R01  0.287ADP081"
"72295023174","2007-01-01T08:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0041,5","22000,5,9,N","006437,5,N,5","+0106,5","+0083,5","10199,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"02,5,+00640,5,99,9",,,,,"1,99,1,+00640,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5","6,9,010,9,+999,9",,,,,,"10,1",,,,,,,,,,,"MET10601/01/07 00:51:51 METAR KLAX 010850Z 07008KT 4SM BR FEW021 11/08 A3012 RMK AO2 SLP199 T01060083 56010 (GG)",
"72295023174","2007-01-01T09:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","060,5,N,0015,5","22000,5,9,N","006437,5,N,5","+0100,5","+0072,5","10201,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00640,5,99,9",,,,,"1,99,1,+00640,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5",,,,,,,"05,5",,,,,,,,,,,"MET10001/01/07 01:51:52 METAR KLAX 010950Z 06003KT 4SM HZ FEW021 10/07 A3013 RMK AO2 SLP201 T01000072 (GG)",
"72295023174","2007-01-01T10:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0015,5","22000,5,9,N","006437,5,N,5","+0094,5","+0067,5","10198,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+03353,5,99,9",,,,,"1,99,1,+03353,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5",,,,,,,"05,5",,,,,,,,,,,"MET10001/01/07 02:51:53 METAR KLAX 011050Z 07003KT 4SM HZ FEW110 09/07 A3012 RMK AO2 SLP198 T00940067 (GG)",
"72295023174","2007-01-01T11:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","006437,5,N,5","+0094,5","+0061,5","10196,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+03353,5,99,9",,,,,"1,99,1,+03353,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0128,1","999,N,+0089,1",,,,,,,,,,,"10196,5,10077,5","8,9,004,9,+999,9",,,,,,"05,5",,,,,,,,,,,"MET11801/01/07 03:51:53 METAR KLAX 011150Z 00000KT 4SM HZ FEW110 09/06 A3011 RMK AO2 SLP196 T00940061 10128 20089 58004 (GG)",
"72295023174","2007-01-01T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","006000,1,N,1","+0094,1","+0061,1","10196,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","120,N,+0089,1","240,M,+0150,1",,,,,,,,,,,"99999,9,99999,9","8,1,004,1,+999,9",,,,,,"05,1",,,,,,,,,,,"SYN098AAXX  01124 72295 31956 20000 10094 20061 30140 40196 58004 705// 91150 333 10150 20089 555 90112;","Q01 101403APOSP "
"72295023174","2007-01-01T12:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","006437,5,N,5","+0089,5","+0061,5","10193,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+03353,5,99,9",,,,,"1,99,1,+03353,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,"05,5",,,,,,,,,,,"MET10001/01/07 04:51:51 METAR KLAX 011250Z 00000KT 4SM HZ FEW110 09/06 A3011 RMK AO2 SLP193 T00890061 (GG)",
"72295023174","2007-01-01T13:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","006437,5,N,5","+0083,5","+0061,5","10192,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"02,5,+02743,5,99,9",,,,,"1,99,1,+02743,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10193,5,10074,5",,,,,,,"10,1",,,,,,,,,,,"MET10001/01/07 05:51:52 METAR KLAX 011350Z 00000KT 4SM BR FEW090 08/06 A3010 RMK AO2 SLP192 T00830061 (GG)",
"72295023174","2007-01-01T14:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","130,5,N,0015,5","22000,5,9,N","006437,5,N,5","+0078,5","+0056,5","10195,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"02,5,+02743,5,99,9",,,,,"1,99,1,+02743,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5","5,9,002,9,+999,9",,,,,,"10,1",,,,,,,,,,,"MET10601/01/07 06:51:52 METAR KLAX 011450Z 13003KT 4SM BR FEW090 08/06 A3011 RMK AO2 SLP195 T00780056 55002 (GG)",
"72295023174","2007-01-01T15:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","110,5,N,0021,5","22000,5,9,N","006437,5,N,5","+0083,5","+0056,5","10202,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+06096,5,99,9",,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5",,,,,,,"05,5",,,,,,,,,,,"MET10101/01/07 07:52:12 METAR KLAX 011550Z 11004KT 4SM HZ FEW200 08/06 A3013 RMK AO2 SLP202 T00830056 (DMQ)",
"72295023174","2007-01-01T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","130,5,N,0021,5","22000,5,9,N","006437,5,N,5","+0100,5","+0056,5","10200,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+04267,5,99,9","04,5,+06096,5,99,9",,,,"1,99,1,+04267,5,9","2,99,1,+06096,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5",,,,,,,"05,5",,,,,,,,,,,"MET10801/01/07 08:51:52 METAR KLAX 011650Z 13004KT 4SM HZ FEW140 SCT200 10/06 A3012 RMK AO2 SLP200 T01000056 (DMQ)",
"72295023174","2007-01-01T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","110,5,N,0026,5","22000,5,9,N","009656,5,N,5","+0128,5","+0061,5","10199,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+06096,5,99,9",,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0128,1","999,N,+0072,1",,,,,,,,,,,"10200,5,10081,5","1,9,005,9,+999,9",,,,,,"05,5",,,,,,,,,,,"MET13401/01/07 09:51:55 METAR KLAX 011750Z 11005KT 6SM HZ FEW200 13/06 A3012 RMK AO2 SLP199 VIS SE-S 2 1/2 T01280061 10128 20072 51005 (DMQ)",
"72295023174","2007-01-01T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","110,1,N,0026,1","22000,1,9,N","009000,1,N,1","+0128,1","+0061,1","10199,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0128,1","240,N,+0072,1",,,,,,,,,,,"99999,9,99999,9","1,1,005,1,+999,9",,,,,,"05,1",,,,,,,,,,,"SYN098AAXX  01184 72295 31959 21105 10128 20061 30144 40199 51005 705// 91750 333 10128 20072 555 90118;","Q01 101443APOSP "
"72295023174","2007-01-01T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","170,5,N,0026,5","22000,5,9,N","009656,5,N,5","+0144,5","+0072,5","10189,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+06096,5,99,9",,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10190,5,10071,5",,,,,,,"05,5",,,,,,,,,,,"MET10101/01/07 10:51:52 METAR KLAX 011850Z 17005KT 6SM HZ FEW200 14/07 A3009 RMK AO2 SLP189 T01440072 (DMQ)",
"72295023174","2007-01-01T19:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","009656,5,N,5","+0167,5","+0056,5","10178,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+06096,5,99,9",,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5",,,,,,,"05,5",,,,,,,,,,,"MET10101/01/07 11:51:53 METAR KLAX 011950Z 00000KT 6SM HZ FEW200 17/06 A3006 RMK AO2 SLP178 T01670056 (DMQ)",
"72295023174","2007-01-01T20:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0046,5","22000,5,9,N","011265,5,N,5","+0156,5","+0061,5","10168,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5","7,9,030,9,+999,9",,,,,,,,,,,,,,,,,"MET10101/01/07 12:51:52 METAR KLAX 012050Z 28009KT 7SM CLR 16/06 A3003 RMK AO2 SLP168 T01560061 57030 (DMQ)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2007-01-01T21:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0041,5","22000,5,9,N","012875,5,N,5","+0161,5","+0050,5","10165,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10047,5",,,,,,,,,,,,,,,,,,"MET09501/01/07 13:51:57 METAR KLAX 012150Z 27008KT 8SM CLR 16/05 A3002 RMK AO2 SLP165 T01610050 (DMQ)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2007-01-01T22:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","300,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0167,5","+0050,5","10165,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10047,5",,,,,,,,,,"0088,5",,,,,,,,"MET10201/01/07 14:51:52 METAR KLAX 012250Z 30012G17KT 10SM FEW200 17/05 A3002 RMK AO2 SLP165 T01670050 (BLB)",
